id,title,postingDate,salary,hours,closingDate,location,state,city,company,jobType,category,jobReference,additionalSalaryInf
112,Advanced Clinical Practitioner,04 November 2023,"£43,742.00 to £57,349.00 per year",Full time,18 November 2023,"maidstone/ pembury, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1153,£43742.00 - £57349.00 a year
113,Healthcare Scientist,04 November 2023,"£43,742.00 to £50,056.00 per year",Full time,16 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1149,£43742.00 - £50056.00 a year
114,Theatre Practitioner,04 November 2023,"£28,407.00 to £34,581.00 per year",Full time,18 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1154,£28407.00 - £34581.00 a year
115,Community Midwife,04 November 2023,"£35,392.00 to £42,618.00 per year",Full time,18 November 2023,"Tunbridge Wells Hospital, TN2 4QJ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1157,£35392.00 - £42618.00 a year
116,Clerical Officer,04 November 2023,"£22,383.00 per year",Full time,18 November 2023,"Pembury, TN2 4QJ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1152,£22383.00 a year
117,Staff Nurse,04 November 2023,"£28,407.00 to £34,581.00 per year",Full time,19 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1156,£28407.00 - £34581.00 a year
118,Housekeeper,04 November 2023,None,Full time,04 December 2023,"Maidstone, Kent, ME16 8HR",South East Englasd,Kent,Whitbread,Permanent,Healthcare & Nursing Jobs,822650-1629,None
119,Kitchen Assistant - Bank - Care Home,04 November 2023,None,Part time,04 December 2023,"Sevenoaks, Kent, TN13 1XH",South East Englasd,Kent,Barchester Health Care,Temporary,Healthcare & Nursing Jobs,Barchester_168681,None
120,Regional Bank Care Assistant,04 November 2023,£12.49 per hour,Full time,01 December 2023,ME1 3LL,South East Englasd,Kent,Four Seasons Health Care,Permanent,Healthcare & Nursing Jobs,COP0062,None
121,Consultant in General Surgery with an interest in colorectal surgery,03 November 2023,"£93,666.00 to £126,281.00 per year",Full time,24 November 2023,"Dartford, DA2 8DA",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9252-23-0462,£93666.00 - £126281.00 a year
122,Staff Nurse - RGN Part Time Nights,03 November 2023,£24.87 per hour,Full time,30 November 2023,"Romney Marsh, TN29 0PG",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,L0042-23-0279,£24.87 an hour
123,Bank - Radiographer,03 November 2023,£20.00 per hour,Full time,03 December 2023,"Maidstone, ME14 5FT",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,E0090-23-0206,£20.00 an hour
124,Kitchen Porter,03 November 2023,"£20,500.00 per year",Full time,03 December 2023,"Maidstone, ME14 5FT",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0090-23-0207,£20500.00 a year
125,Matron,03 November 2023,"£50,000.00 per year",Full time,30 November 2023,"Romney Marsh, TN29 0PG",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,L0042-23-0278,£50000.00 a year
126,Ambulance Driver Nights- Dartford,03 November 2023,£10.90 per hour,Full time,14 November 2023,"Dartford, DA1 1RT",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0218-23-0581,£10.90 an hour
127,Paediatric ED Sister / Charge Nurse,03 November 2023,"£35,392.00 to £42,618.00 per year",Full time,19 November 2023,"Ashford, TN24 0LZ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9344-23-1442,£35392.00 - £42618.00 a year
128,Macmillan Clinical/Counsellor Psychologist,03 November 2023,"£50,952.00 to £57,349.00 per year",Full time,15 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,C9359-23-1135,£50952.00 - £57349.00 a year
129,Head of Nuclear Medicine Physics,03 November 2023,"£70,417.00 to £81,138.00 per year",Full time,22 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1134,£70417.00 - £81138.00 a year
130,Wellbeing Practitioner - Canterbury,03 November 2023,"£18,253.00 per year",Full time,19 November 2023,"Canterbury, CT28HQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0497-23-0076,£18253.00 a year
131,Radiography Department Assistant,03 November 2023,"£22,816.00 to £24,336.00 per year",Full time,14 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1142,£22816.00 - £24336.00 a year
132,Principal Pharmacist - Admissions and Emergency Department,03 November 2023,"£50,952.00 to £57,349.00 per year",Full time,21 November 2023,"Pembury, Kent, TN2 4QJ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1130,£50952.00 - £57349.00 a year
133,Assistant General Manager - Women’s Services,03 November 2023,"£43,742.00 to £50,056.00 per year",Full time,17 November 2023,"Tunbridge Wells, TN2 4QJ",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,C9359-23-1151,£43742.00 - £50056.00 a year
134,Radiographer,03 November 2023,"£28,407.00 to £34,581.00 per year",Full time,15 November 2023,"Maidstone and Tunbridge Wells, TN2 4QJ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1143,£28407.00 - £34581.00 a year
135,Registered Nurse - Endoscopy,03 November 2023,"£28,407.00 to £34,581.00 per year",Full time,19 November 2023,"Canterbury, CT1 3NG",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9344-23-1441,£28407.00 - £34581.00 a year
136,Non Specific Symptoms FDS Pathway Navigator,03 November 2023,"£25,147.00 to £27,596.00 per year",Full time,10 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1131,£25147.00 - £27596.00 a year
137,Healthcare Science Practitioner (Trainee),03 November 2023,"£22,477.65 to £25,935.75 per year",Full time,21 November 2023,"Maidstone, ME16 9QQ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9359-23-1132,£22477.65 - £25935.75 a year
138,Locum Consultant in Fetal Medicine & Obstetrics,03 November 2023,"£93,666.00 to £126,281.00 per year",Full time,12 November 2023,"Gillingham, Kent, ME7 5NY",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,C9275-23-0701,£93666.00 - £126281.00 a year
139,General Manager,03 November 2023,None,Full time,03 December 2023,"Margate, Kent, CT9 5AF",South East Englasd,Kent,Whitbread,Permanent,Healthcare & Nursing Jobs,822609-1629,None
140,Step Up Team Member,03 November 2023,None,Full time,03 December 2023,"Kent, South East, CT16 1LW",South East Englasd,Kent,Whitbread,Permanent,Healthcare & Nursing Jobs,822610-1629,None
141,Registered Nurse Inpatient / Ward,03 November 2023,"£32,934.00 per year",Full time,02 December 2023,TN24 0YS,South East Englasd,Kent,ONE Hatfield Hospital,Permanent,Healthcare & Nursing Jobs,33226-403-11020942,"Competitive, dependent on skillset and experience"
142,Registered Nurse - Ward FlexiBank,03 November 2023,£20.50 per hour,Part time,02 December 2023,TN24 0YS,South East Englasd,Kent,ONE Hatfield Hospital,Temporary,Healthcare & Nursing Jobs,33242-403-11020414,£20.50 per hour dependent on skillset and experience
143,Registered Nurse Nights,03 November 2023,"£32,934.00 per year",Full time,02 December 2023,TN24 0YS,South East Englasd,Kent,ONE Hatfield Hospital,Permanent,Healthcare & Nursing Jobs,33243-403-11020424,Up to £32.9K plus night shift allowance
144,Ambulance Care Assistant (Driver) Nights,03 November 2023,£10.90 per hour,Full time,03 December 2023,"Dartford, Kent",South East Englasd,Kent,G4S,Permanent,Healthcare & Nursing Jobs,13662,None
145,Staff Nurses Ward Margate,03 November 2023,"£28,413.00 to £34,573.00 per year",Full time,04 December 2023,"Margate, CT9 4AN",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0005-23-0065,£28413.00 - £34573.00 a year
146,Specialty Doctor in Paediatrics,03 November 2023,"£51,000.00 to £80,000.00 per year",Full time,16 November 2023,"Dartford, DA2 8DA",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,C9252-23-0460,£51000.00 - £80000.00 a year
147,Assistant Psychologist,03 November 2023,"£27,147.00 to £29,596.00 per year",Full time,20 November 2023,"Eastchurch, Isle of Sheppey, ME12 4AX",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9277-23-1682,£27147.00 - £29596.00 a year
148,Substance Misuse Practitioner,03 November 2023,"£37,392.00 to £44,618.00 per year",Full time,20 November 2023,"Eastchurch, Isle of Sheppey, ME12 4AX",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9277-23-1680,£37392.00 - £44618.00 a year
149,Regional Administration Officer - Kent & Sussex,03 November 2023,"£25,000.00 per year",Full time,16 November 2023,"Willesborough, TN24 0GP",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0214-23-0443,£25000.00 a year
150,Clinical Forensic Counselling Psychologist/Psychological Therapist,03 November 2023,"£52,952.00 to £59,349.00 per year",Full time,20 November 2023,"Maidstone, ME14 1UZ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9277-23-1683,£52952.00 - £59349.00 a year
151,Programme Manager,03 November 2023,Not specified,Full time,10 November 2023,"Willesborough, TN24 0GP",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0214-23-0444,Negotiable
152,Receptionist GP Surgery - Part Time 13.75 hours,03 November 2023,Not specified,Full time,24 November 2023,"Herne Bay, CT6 5RE",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,A2757-23-0009,Negotiable
153,Registered Nurse in Critical Care,03 November 2023,"£28,407.00 to £34,581.00 per year",Full time,19 November 2023,"Ashford, TN24 0LZ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9344-23-1440,£28407.00 - £34581.00 a year
154,Locum Consultant in Orthodontics,03 November 2023,"£93,666.00 to £126,281.00 per year",Full time,04 December 2023,"Gillingham, Kent, ME7 5NY",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,C9275-23-0700,£93666.00 - £126281.00 a year
155,CBT Psychotherapist/ Clinical or Counselling Psychologist,03 November 2023,"£43,742.00 to £50,056.00 per year",Full time,26 November 2023,"Dartford, DA1 2DL",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9380-23-0976,£43742.00 - £50056.00 a year
156,Operating Department Practitioner x 2,03 November 2023,"£31,300.00 to £33,000.00 per year",Full time,04 December 2023,"Margate, CT9 4BG",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0005-23-0064,£31300.00 - £33000.00 a year
157,Clinical Specialist Radiographer - MRI,03 November 2023,"£39,900.00 to £47,000.00 per year",Full time,03 December 2023,"Sevenoaks, TN13 2JD",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0090-23-0205,£39900.00 - £47000.00 a year
158,Grill Chef/41511010,03 November 2023,None,Full time,01 December 2023,"Kent, South East, ME10",South East Englasd,Kent,Whitbread,Permanent,Healthcare & Nursing Jobs,819595-1629,None
159,Bank - Radiographer,03 November 2023,£20 per hour,Full time,03 December 2023,"Maidstone, ME14 5FT",South East Englasd,Kent,KIMS Hospital,Contract,Healthcare & Nursing Jobs,2577,None
160,Senior Care Assistant,03 November 2023,£11.80 per hour,Part time,03 December 2023,"Dover, Kent",South East Englasd,Kent,Charing Gardens Ltd,Permanent,Healthcare & Nursing Jobs,WS,None
161,Care Assistant,03 November 2023,£11.00 to £11.20 per hour,Full time,03 December 2023,"Maidstone, Kent",South East Englasd,Kent,Charing Gardens Ltd,Permanent,Healthcare & Nursing Jobs,TV,None
162,Theatre Scrub Nurse - Margate (South East),03 November 2023,"£35,392.00 to £42,618.00 per year",Full time,04 December 2023,"Margate, CT9 4BG",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0005-23-0063,£35392.00 - £42618.00 a year
163,Assistant Psychologist,03 November 2023,"£27,147.00 to £29,596.00 per year",Full time,16 November 2023,"Eastchurch, Sheerness, ME12 4DZ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9277-23-1676,£27147.00 - £29596.00 a year
164,Medicine Management Technician,03 November 2023,"£27,147.00 to £36,581.00 per year",Full time,15 November 2023,"Eastchurch, Isle of Sheppey, ME12 4AX",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9277-23-1666,£27147.00 - £36581.00 a year
165,Specialist Psychological Therapist,03 November 2023,"£45,742.00 to £52,056.00 per year",Full time,20 November 2023,"Rochester, ME1 3QS",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9277-23-1679,£45742.00 - £52056.00 a year
166,DGT Healthcare Assistant Talent Pool,03 November 2023,"£23,575.00 per year",Full time,10 November 2023,"Dartford, DA2 8DA",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9252-23-0457,£23575.00 a year
167,Registered Nurse - Pre-Operative Assessment,03 November 2023,"£29,828.00 to £36,311.00 per year",Full time,17 November 2023,"Dartford, DA2 8DA",South East Englasd,Kent,NHS Jobs,Contract,Healthcare & Nursing Jobs,C9252-23-0459,£29828.00 - £36311.00 a year
168,Medical Secretary - East Cliff Practice,03 November 2023,£11.35 to £12.16 per hour,Full time,26 November 2023,"Sandwich, CT13 9FF",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0082-23-0021,£11.35 - £12.16 an hour
169,Healthcare Assistant/Enhanced Care,03 November 2023,"£24,008.00 to £25,553.00 per year",Full time,17 November 2023,"Dartford, DA2 8DA",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9252-23-0458,£24008.00 - £25553.00 a year
170,Assistant Administrator,03 November 2023,"£22,383.00 per year",Full time,16 November 2023,"Ashford, TN24 0LZ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9344-23-1438,£22383.00 a year
171,Ward Manager,03 November 2023,"£43,742.00 to £50,056.00 per year",Full time,16 November 2023,"Ashford, TN240LZ",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9344-23-1437,£43742.00 - £50056.00 a year
172,Primary Care Mental Health Administration Assistant,03 November 2023,"£21,597.35 to £21,745.59 per year",Full time,28 November 2023,"Sandwich, CT13 9FF",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0082-23-0020,£21597.35 - £21745.59 a year
173,General Porter,03 November 2023,"£22,383.00 per year",Full time,19 November 2023,"Gillingham, ME7 5NY",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9275-23-0698,£22383.00 a year
174,Childrens Support Worker,03 November 2023,"£22,995.00 per year",Full time,01 December 2023,"Tunbridge Wells, TN2 4TA",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0016-23-0018,£22995.00 a year
175,Senior Radiographer,03 November 2023,Not specified,Full time,02 December 2023,"Maidstone, ME14 5FT",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0090-23-0204,Negotiable
176,Physician Associate - General Surgery,03 November 2023,"£43,742.00 to £50,056.00 per year",Full time,19 November 2023,"Medway, ME7 5NY",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9275-23-0697,£43742.00 - £50056.00 a year
177,Associate Nurse Ward and OPD Margate,03 November 2023,"£23,700.00 to £25,000.00 per year",Full time,04 December 2023,"Betteshanger, Deal, CT14 0EN",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,E0005-23-0062,£23700.00 - £25000.00 a year
178,Waking Nights Support Worker - Lympne - Kent,03 November 2023,None,Full time,03 December 2023,"Lympne, Hythe",South East Englasd,Kent,HF Trust Ltd,Permanent,Healthcare & Nursing Jobs,,None
179,Grill Chef,03 November 2023,None,Full time,03 December 2023,"Dover, Kent, CT15 7AA",South East Englasd,Kent,Whitbread,Permanent,Healthcare & Nursing Jobs,822543-1629,None
180,Grill Chef,03 November 2023,None,Full time,01 December 2023,"Tonbridge, Kent, TN10 3AN",South East Englasd,Kent,Whitbread,Permanent,Healthcare & Nursing Jobs,819934-1629,None
181,Support Worker - Lympne - Kent,03 November 2023,None,Full time,03 December 2023,"Lympne, Hythe",South East Englasd,Kent,HF Trust Ltd,Permanent,Healthcare & Nursing Jobs,,None
182,Support Worker - Edenbridge - Kent,03 November 2023,None,Full time,03 December 2023,"Edenbridge, Kent",South East Englasd,Kent,HF Trust Ltd,Permanent,Healthcare & Nursing Jobs,,None
183,Housekeeping Assistant - Bank - Care Home,03 November 2023,None,Part time,03 December 2023,"Herne Bay, Kent, CT6 5DN",South East Englasd,Kent,Barchester Health Care,Temporary,Healthcare & Nursing Jobs,Barchester_168539,None
184,Registered Nurse,03 November 2023,"£46,904 per year",Full time,03 December 2023,ME1 3LL,South East Englasd,Kent,CS UK Recruitment Ltd,Permanent,Healthcare & Nursing Jobs,916,None
185,Registered Nurse - Days,03 November 2023,Not specified,Full time,30 November 2023,TN4 8BS,South East Englasd,Kent,Hallmark Care Homes,Permanent,Healthcare & Nursing Jobs,226389JCP,£22.88 per hour
186,Psychological Therapist,03 November 2023,"£32,300.00 to £34,000.00 per year",Full time,24 November 2023,"Faversham, ME13 8GD",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0236-23-0378,£32300.00 - £34000.00 a year
187,Payments Team Leader,03 November 2023,"£25,147.00 to £27,596.00 per year",Full time,19 November 2023,"Canterbury, CT1 3NG",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9846-23-0803,£25147.00 - £27596.00 a year
188,Qualified High Intensity Cognitive Behavioural Therapist (CBT),03 November 2023,"£40,052.00 to £42,500.00 per year",Full time,25 November 2023,"Faversham, ME13 8GD",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,B0236-23-0383,£40052.00 - £42500.00 a year
189,Specialist Home Enteral Nutrition Dietitian/Developing HEN dietitian,03 November 2023,"£35,392.00 to £42,618.00 per year",Full time,19 November 2023,"Whitstable, CT5 2HN",South East Englasd,Kent,NHS Jobs,Permanent,Healthcare & Nursing Jobs,C9846-23-0807,£35392.00 - £42618.00 a year
